person_id,positive_product_id,negative_product_id,negative_type
Tia,silver-dot-tie-sleeve-blouse#SilverDotP,butterfly-kisses-tee#Green,random
Perrie,the-everyday-shirt#Rose,natural-textured-poncho#Deeprain,hard
Perrie,the-everyday-shirt#Rose,voyager-stripe-crew#Stripe,hard
Perrie,the-everyday-shirt#Rose,softly-swinging-bamboo-tee#Chambray,random
Jess,belle-half-sleeve-forgiver-tunic#Apricot,cara-tee-2#Blush,hard
Jess,belle-half-sleeve-forgiver-tunic#Apricot,cara-tee-2#WhiteBlk,hard
Jess,belle-half-sleeve-forgiver-tunic#Apricot,boho-embroidered-top#BohoDenim,random
Kate,the-sleeveless-cross-over-blouse#Black,natural-textured-poncho#Deeprain,hard
Kate,the-sleeveless-cross-over-blouse#Black,animal-button-up-shirt#KhakiPrint,hard
Kate,the-sleeveless-cross-over-blouse#Black,the-long-sleeve-scoop-neck-tee#White,random
Emma,the-drape-tee-1#Black,voyager-stripe-crew#Stripe,hard
Emma,the-drape-tee-1#Black,makeover-blouse#LimeGreen,hard
Emma,the-drape-tee-1#Black,baobab-sweater#Bark,random
Lauren,layer-me-cotton-candy-top#Cream,side-buttoned-sweater#Buttoned,hard
Lauren,layer-me-cotton-candy-top#Cream,voyager-stripe-crew#Stripe,hard
Lauren,layer-me-cotton-candy-top#Cream,falling-for-you-tunic#Black,random
Ljubenka,softly-swinging-bamboo-singlet#BlueJean,the-uneven-hem-knit-1#Sage,hard
Ljubenka,softly-swinging-bamboo-singlet#BlueJean,natural-textured-poncho#Deeprain,hard
Ljubenka,softly-swinging-bamboo-singlet#BlueJean,fundamental-split-hoodie-1#Khaki,random
Alex,the-cross-over-blouse#Silver,voyager-stripe-crew#Stripe,hard
Alex,the-cross-over-blouse#Silver,makeover-blouse#LimeGreen,hard
Alex,the-cross-over-blouse#Silver,belle-half-sleeve-boat-tee#Black,random
Riina,the-shoulder-tie-top#Black,voyager-stripe-crew#Stripe,hard
Riina,the-shoulder-tie-top#Black,makeover-blouse#LimeGreen,hard
Riina,the-shoulder-tie-top#Black,belle-v-neck-forgiver-tunic#Tobacco,random
Olivia,runaway-top#SoftPink,natural-textured-poncho#Deeprain,hard
Olivia,runaway-top#SoftPink,voyager-stripe-crew#Stripe,hard
Olivia,runaway-top#SoftPink,the-v-split-blouse#Salmon,random
Jess,falling-for-you-cardi#Black,cara-tee-2#Blush,hard
Jess,falling-for-you-cardi#Black,cara-tee-2#WhiteBlk,hard
Jess,falling-for-you-cardi#Black,sequin-spot-shirt#Blue,random
Anna,the-cotton-bamboo-tee#DuckEgg,voyager-stripe-crew#Stripe,hard
Anna,the-cotton-bamboo-tee#DuckEgg,makeover-blouse#LimeGreen,hard
Anna,the-cotton-bamboo-tee#DuckEgg,sugar-snaps-layers-tank#Black,random
Stacey,poncho-2#NavySilver,makeover-blouse#LimeGreen,hard
Stacey,poncho-2#NavySilver,cara-tee-2#Blush,hard
Stacey,poncho-2#NavySilver,cherrington-top#GreyRose,random
Georgia,crossing-the-plains-sweater-1#Indigo,voyager-stripe-crew#Stripe,hard
Georgia,crossing-the-plains-sweater-1#Indigo,makeover-blouse#LimeGreen,hard
Georgia,crossing-the-plains-sweater-1#Indigo,the-short-sleeve-wrap-jersey-top#NavyWhite,random
Laura,the-wrap-jersey-top#NavyWhite,cara-tee-2#Blush,hard
Laura,the-wrap-jersey-top#NavyWhite,cara-tee-2#WhiteBlk,hard
Laura,the-wrap-jersey-top#NavyWhite,the-uneven-hem-knit-1#Sage,random
Laura,the-long-sleeve-scoop-neck-tee#White,cara-tee-2#Blush,hard
Laura,the-long-sleeve-scoop-neck-tee#White,cara-tee-2#WhiteBlk,hard
Laura,the-long-sleeve-scoop-neck-tee#White,millie-top#WhiteBlk,random
Fiona,the-check-pullover#PinkCheck,natural-textured-poncho#Deeprain,hard
Fiona,the-check-pullover#PinkCheck,wonderland-blouse#Ink,hard
Fiona,the-check-pullover#PinkCheck,tutti-frutti-drop-shoulder-tee#Orange,random
Laura,the-batwing-tee#Sea,cara-tee-2#Blush,hard
Laura,the-batwing-tee#Sea,cara-tee-2#WhiteBlk,hard
Laura,the-batwing-tee#Sea,the-shoulder-tie-top#Black,random
Thais,relaxed-top-1#FloraStrip,natural-textured-poncho#Deeprain,hard
Thais,relaxed-top-1#FloraStrip,voyager-stripe-crew#Stripe,hard
Thais,relaxed-top-1#FloraStrip,gloria-applique-crew#Charcoal,random
Sophia,falling-for-you-cardi#Port,cara-tee-2#Blush,hard
Sophia,falling-for-you-cardi#Port,cara-tee-2#WhiteBlk,hard
Sophia,falling-for-you-cardi#Port,fundamental-rib-long-sleeve-tee#Black,random
Emma,the-relaxed-long-sleeve-tee#Navy,voyager-stripe-crew#Stripe,hard
Emma,the-relaxed-long-sleeve-tee#Navy,makeover-blouse#LimeGreen,hard
Emma,the-relaxed-long-sleeve-tee#Navy,belle-longline-white-shirt#White,random
Miranda,the-side-panel-drape-top#OffWhite,voyager-stripe-crew#Stripe,hard
Miranda,the-side-panel-drape-top#OffWhite,makeover-blouse#LimeGreen,hard
Miranda,the-side-panel-drape-top#OffWhite,sequin-spot-shirt#Blue,random
Madeline,fluid-tunic-top#White,voyager-stripe-crew#Stripe,hard
Madeline,fluid-tunic-top#White,makeover-blouse#LimeGreen,hard
Madeline,fluid-tunic-top#White,reversible-scoopv-neck-tank#Black,random
Laura,softly-swinging-bamboo-tee#Black,cara-tee-2#Blush,hard
Laura,softly-swinging-bamboo-tee#Black,cara-tee-2#WhiteBlk,hard
Laura,softly-swinging-bamboo-tee#Black,belle-flute-sleeve-tee#Navy,random
Summer,st-helens-henley-tee#White,voyager-stripe-crew#Stripe,hard
Summer,st-helens-henley-tee#White,natural-textured-poncho#Deeprain,hard
Summer,st-helens-henley-tee#White,falling-for-you-tunic#Black,random
Ljubenka,the-high-low-drape-tee#Grey,the-uneven-hem-knit-1#Sage,hard
Ljubenka,the-high-low-drape-tee#Grey,natural-textured-poncho#Deeprain,hard
Ljubenka,the-high-low-drape-tee#Grey,fundamental-vee-tee#Navy,random
Laura,belle-half-sleeve-forgiver-tunic#MutedClay,cara-tee-2#Blush,hard
Laura,belle-half-sleeve-forgiver-tunic#MutedClay,cara-tee-2#WhiteBlk,hard
Laura,belle-half-sleeve-forgiver-tunic#MutedClay,the-design-fold-tunic-top#PearlBlue,random
Maddy,sandy-off-the-shoulder-top#Gingham,natural-textured-poncho#Deeprain,hard
Maddy,sandy-off-the-shoulder-top#Gingham,voyager-stripe-crew#Stripe,hard
Maddy,sandy-off-the-shoulder-top#Gingham,peasant-top-3#Denim,random
Laura,the-relax-blouse#White,cara-tee-2#Blush,hard
Laura,the-relax-blouse#White,cara-tee-2#WhiteBlk,hard
Laura,the-relax-blouse#White,the-french-cuff-shirt#White,random
Madeline,natural-classic-cardigan#Pebble,voyager-stripe-crew#Stripe,hard
Madeline,natural-classic-cardigan#Pebble,makeover-blouse#LimeGreen,hard
Madeline,natural-classic-cardigan#Pebble,celestial-woven-top#White,random
Gemma,lucy-rib-oversized-top#Black,voyager-stripe-crew#Stripe,hard
Gemma,lucy-rib-oversized-top#Black,makeover-blouse#LimeGreen,hard
Gemma,lucy-rib-oversized-top#Black,janet-frill-shirt#White,random
Jess,the-sleeveless-cross-over-blouse#Black,cara-tee-2#Blush,hard
Jess,the-sleeveless-cross-over-blouse#Black,cara-tee-2#WhiteBlk,hard
Jess,the-sleeveless-cross-over-blouse#Black,belle-drape-tee#Sliver,random
Shadae,capri-tank-6#ClaySpot,voyager-stripe-crew#Stripe,hard
Shadae,capri-tank-6#ClaySpot,makeover-blouse#LimeGreen,hard
Shadae,capri-tank-6#ClaySpot,crushed-top#Blue,random
Natalie,sugar-snaps-layers-tank#PeachyKeen,natural-textured-poncho#Deeprain,hard
Natalie,sugar-snaps-layers-tank#PeachyKeen,voyager-stripe-crew#Stripe,hard
Natalie,sugar-snaps-layers-tank#PeachyKeen,nova-lux-solid-v-neck-placket-shirt#CloudDance,random
Riina,the-contrast-trim-knit#BlackWhite,voyager-stripe-crew#Stripe,hard
Riina,the-contrast-trim-knit#BlackWhite,makeover-blouse#LimeGreen,hard
Riina,the-contrast-trim-knit#BlackWhite,the-boat-neck-top#Navy,random
Laura,peasant-top-3#Denim,cara-tee-2#Blush,hard
Laura,peasant-top-3#Denim,cara-tee-2#WhiteBlk,hard
Laura,peasant-top-3#Denim,the-cotton-cardi#Navy,random
Natalie,sugar-snaps-layers-tank#Red,natural-textured-poncho#Deeprain,hard
Natalie,sugar-snaps-layers-tank#Red,voyager-stripe-crew#Stripe,hard
Natalie,sugar-snaps-layers-tank#Red,belle-ls-free-fall-tee#Blush,random
Mercy,belle-paint-brush-print-top#PaintPrint,voyager-stripe-crew#Stripe,hard
Mercy,belle-paint-brush-print-top#PaintPrint,makeover-blouse#LimeGreen,hard
Mercy,belle-paint-brush-print-top#PaintPrint,dot-to-dot-knit-1#GreyMarle,random
Kate,the-cross-over-blouse#Mint,natural-textured-poncho#Deeprain,hard
Kate,the-cross-over-blouse#Mint,animal-button-up-shirt#KhakiPrint,hard
Kate,the-cross-over-blouse#Mint,belle-longline-white-shirt#White,random
Stacey,the-tie-detail-hoody#FrenchBlue,makeover-blouse#LimeGreen,hard
Stacey,the-tie-detail-hoody#FrenchBlue,cara-tee-2#Blush,hard
Stacey,the-tie-detail-hoody#FrenchBlue,the-drape-tee-1#NavyStripe,random
Chelsea,the-lace-trim-top#Ivory,voyager-stripe-crew#Stripe,hard
Chelsea,the-lace-trim-top#Ivory,makeover-blouse#LimeGreen,hard
Chelsea,the-lace-trim-top#Ivory,skipping-stones-tunic#Forest,random
Chelsea,prickly-cactus-crew#Pink,voyager-stripe-crew#Stripe,hard
Chelsea,prickly-cactus-crew#Pink,makeover-blouse#LimeGreen,hard
Chelsea,prickly-cactus-crew#Pink,the-boat-neck-top-1#NavyWhite,random
Sophie,the-contrast-panel-top#SageStripe,side-buttoned-sweater#Buttoned,hard
Sophie,the-contrast-panel-top#SageStripe,the-tie-front-top#Navy,hard
Sophie,the-contrast-panel-top#SageStripe,rib-tank-2#Black,random
Fiona,tracie-top#Opal,natural-textured-poncho#Deeprain,hard
Fiona,tracie-top#Opal,wonderland-blouse#Ink,hard
Fiona,tracie-top#Opal,marjorie-tie-blouse#BluePrint,random
Laura,the-tie-front-top#Black,cara-tee-2#Blush,hard
Laura,the-tie-front-top#Black,cara-tee-2#WhiteBlk,hard
Laura,the-tie-front-top#Black,birds-tee-1#Navy,random
Anna,the-batwing-tee#FrenchBlue,voyager-stripe-crew#Stripe,hard
Anna,the-batwing-tee#FrenchBlue,makeover-blouse#LimeGreen,hard
Anna,the-batwing-tee#FrenchBlue,always-mine-spliced-cardigan#GreyEmeral,random
Chesska,agra-shirt#White,voyager-stripe-crew#Stripe,hard
Chesska,agra-shirt#White,makeover-blouse#LimeGreen,hard
Chesska,agra-shirt#White,messina-v-neck-tee#Black,random
Miranda,the-luxe-dobby-blouse#White,voyager-stripe-crew#Stripe,hard
Miranda,the-luxe-dobby-blouse#White,makeover-blouse#LimeGreen,hard
Miranda,the-luxe-dobby-blouse#White,the-pirate-in-me-shirt#White,random
Chelsea,cross-over-top-with-pocket#Emerald,voyager-stripe-crew#Stripe,hard
Chelsea,cross-over-top-with-pocket#Emerald,makeover-blouse#LimeGreen,hard
Chelsea,cross-over-top-with-pocket#Emerald,border-stripe-knit#WhitePink,random
Laura,the-reversible-cowl-neck-top-1#Black,cara-tee-2#Blush,hard
Laura,the-reversible-cowl-neck-top-1#Black,cara-tee-2#WhiteBlk,hard
Laura,the-reversible-cowl-neck-top-1#Black,the-boat-neck-top#Black,random
Ljubenka,softly-swinging-bamboo-tee#Cashew,the-uneven-hem-knit-1#Sage,hard
Ljubenka,softly-swinging-bamboo-tee#Cashew,natural-textured-poncho#Deeprain,hard
Ljubenka,softly-swinging-bamboo-tee#Cashew,nova-lux-solid-v-neck-placket-shirt#CloudDance,random
Palatina,moonlight-kisses-bamboo-tee#Combat,cara-tee-2#Blush,hard
Palatina,moonlight-kisses-bamboo-tee#Combat,cara-tee-2#WhiteBlk,hard
Palatina,moonlight-kisses-bamboo-tee#Combat,germaine-blouse#Pearl,random
Laura,the-sleeveless-cross-over-blouse#White,cara-tee-2#Blush,hard
Laura,the-sleeveless-cross-over-blouse#White,cara-tee-2#WhiteBlk,hard
Laura,the-sleeveless-cross-over-blouse#White,the-check-pullover#PinkCheck,random
Summer,fundamental-vee-tee#White,voyager-stripe-crew#Stripe,hard
Summer,fundamental-vee-tee#White,natural-textured-poncho#Deeprain,hard
Summer,fundamental-vee-tee#White,messina-knit-1#Shiraz,random
Sophia,the-luxe-long-sleeve-tee#GreyMarle,cara-tee-2#Blush,hard
Sophia,the-luxe-long-sleeve-tee#GreyMarle,cara-tee-2#WhiteBlk,hard
Sophia,the-luxe-long-sleeve-tee#GreyMarle,stara-cardigan#GreyMarle,random
Anna,the-cotton-bamboo-tank#Chambray,voyager-stripe-crew#Stripe,hard
Anna,the-cotton-bamboo-tank#Chambray,makeover-blouse#LimeGreen,hard
Anna,the-cotton-bamboo-tank#Chambray,belle-v-neck-forgiver-tunic#Navy,random
Riina,the-relaxed-batwing-top#PeachRose,voyager-stripe-crew#Stripe,hard
Riina,the-relaxed-batwing-top#PeachRose,makeover-blouse#LimeGreen,hard
Riina,the-relaxed-batwing-top#PeachRose,falling-for-you-cardi#Mustard,random
Jess,the-cotton-bamboo-tank#Chambray,cara-tee-2#Blush,hard
Jess,the-cotton-bamboo-tank#Chambray,cara-tee-2#WhiteBlk,hard
Jess,the-cotton-bamboo-tank#Chambray,neptune-top-1#PrimBlack,random
Mae-Lee,long-sleeve-softly-swinging-bamboo-tee#Copper,side-buttoned-sweater#Buttoned,hard
Mae-Lee,long-sleeve-softly-swinging-bamboo-tee#Copper,voyager-stripe-crew#Stripe,hard
Mae-Lee,long-sleeve-softly-swinging-bamboo-tee#Copper,relaxed-v-neck-knit#Silver,random
Perrie,the-cut-out-shoulder-blouse#Clay,natural-textured-poncho#Deeprain,hard
Perrie,the-cut-out-shoulder-blouse#Clay,voyager-stripe-crew#Stripe,hard
Perrie,the-cut-out-shoulder-blouse#Clay,the-pocket-tee#GreyStripe,random
Lara,pattern-tunic-1#Lattice,natural-textured-poncho#Deeprain,hard
Lara,pattern-tunic-1#Lattice,voyager-stripe-crew#Stripe,hard
Lara,pattern-tunic-1#Lattice,the-boat-neck-top#Black,random
Georgia,sugar-snaps-layers-tank#PeachyKeen,voyager-stripe-crew#Stripe,hard
Georgia,sugar-snaps-layers-tank#PeachyKeen,makeover-blouse#LimeGreen,hard
Georgia,sugar-snaps-layers-tank#PeachyKeen,waterfall-cardi-1#Navy,random
Mae-Lee,the-cut-out-shoulder-blouse#Blue,side-buttoned-sweater#Buttoned,hard
Mae-Lee,the-cut-out-shoulder-blouse#Blue,voyager-stripe-crew#Stripe,hard
Mae-Lee,the-cut-out-shoulder-blouse#Blue,ella-funnel-neck-top#Khaki,random
Gemma,falling-for-you-cardi#Navy,voyager-stripe-crew#Stripe,hard
Gemma,falling-for-you-cardi#Navy,makeover-blouse#LimeGreen,hard
Gemma,falling-for-you-cardi#Navy,blue-waters-cotton-blouse#White,random
Maddy,abigail-stripe-shirt#BlackStrip,natural-textured-poncho#Deeprain,hard
Maddy,abigail-stripe-shirt#BlackStrip,voyager-stripe-crew#Stripe,hard
Maddy,abigail-stripe-shirt#BlackStrip,analia-jersey-top#Black,random
Clementine,the-cross-front-spot-blouse#NavySpot,voyager-stripe-crew#Stripe,hard
Clementine,the-cross-front-spot-blouse#NavySpot,makeover-blouse#LimeGreen,hard
Clementine,the-cross-front-spot-blouse#NavySpot,longline-cardigan-2#Pink,random
Clementine,the-cotton-bamboo-tank#Chambray,voyager-stripe-crew#Stripe,hard
Clementine,the-cotton-bamboo-tank#Chambray,makeover-blouse#LimeGreen,hard
Clementine,the-cotton-bamboo-tank#Chambray,belle-satin-shirt#Black,random
Maddy,the-cut-out-shoulder-blouse#Black,natural-textured-poncho#Deeprain,hard
Maddy,the-cut-out-shoulder-blouse#Black,voyager-stripe-crew#Stripe,hard
Maddy,the-cut-out-shoulder-blouse#Black,layla-long-line-kimono#MultiStrip,random
Ljubenka,the-cut-out-shoulder-blouse#Blue,the-uneven-hem-knit-1#Sage,hard
Ljubenka,the-cut-out-shoulder-blouse#Blue,natural-textured-poncho#Deeprain,hard
Ljubenka,the-cut-out-shoulder-blouse#Blue,the-tie-front-tank#Navy,random
Jess,natural-cropped-sleeve-knit#Cloudcover,cara-tee-2#Blush,hard
Jess,natural-cropped-sleeve-knit#Cloudcover,cara-tee-2#WhiteBlk,hard
Jess,natural-cropped-sleeve-knit#Cloudcover,first-love-kimono-jacket#Stone,random
Laura,be-mine-top-1#Sage,cara-tee-2#Blush,hard
Laura,be-mine-top-1#Sage,cara-tee-2#WhiteBlk,hard
Laura,be-mine-top-1#Sage,mixed-messages-jumper#MixedStrip,random
Mae-Lee,the-relaxed-long-sleeve-tee#Khaki,side-buttoned-sweater#Buttoned,hard
Mae-Lee,the-relaxed-long-sleeve-tee#Khaki,voyager-stripe-crew#Stripe,hard
Mae-Lee,the-relaxed-long-sleeve-tee#Khaki,curve-hem-cable-knit-sweater-1#Sapphire,random
Kate,the-sleeveless-cross-over-blouse#White,natural-textured-poncho#Deeprain,hard
Kate,the-sleeveless-cross-over-blouse#White,animal-button-up-shirt#KhakiPrint,hard
Kate,the-sleeveless-cross-over-blouse#White,silver-cross-sweater#Silver,random
Mae-Lee,the-drape-tee-1#Stripe,side-buttoned-sweater#Buttoned,hard
Mae-Lee,the-drape-tee-1#Stripe,voyager-stripe-crew#Stripe,hard
Mae-Lee,the-drape-tee-1#Stripe,tab-sleeve-longline-shirt#Pink,random
Kate,the-cross-over-blouse#Black,natural-textured-poncho#Deeprain,hard
Kate,the-cross-over-blouse#Black,animal-button-up-shirt#KhakiPrint,hard
Kate,the-cross-over-blouse#Black,the-relaxed-batwing-top#PeachRose,random
Louise,layered-tee-2#Black,pure-merino-fine-rib-polo#BlackStri,hard
Louise,layered-tee-2#Black,voyager-stripe-crew#Stripe,hard
Louise,layered-tee-2#Black,aldis-blouse#Pearl,random
Sophie,the-relaxed-batwing-top#PeachRose,side-buttoned-sweater#Buttoned,hard
Sophie,the-relaxed-batwing-top#PeachRose,the-tie-front-top#Navy,hard
Sophie,the-relaxed-batwing-top#PeachRose,the-tie-front-tank#White,random
Ljubenka,belle-flocked-tunic#White,the-uneven-hem-knit-1#Sage,hard
Ljubenka,belle-flocked-tunic#White,natural-textured-poncho#Deeprain,hard
Ljubenka,belle-flocked-tunic#White,ava-short-sleeve-linen-tee#Navy,random
Maddy,the-long-sleeve-v-neck-tee#Black,natural-textured-poncho#Deeprain,hard
Maddy,the-long-sleeve-v-neck-tee#Black,voyager-stripe-crew#Stripe,hard
Maddy,the-long-sleeve-v-neck-tee#Black,side-buttoned-sweater#Buttoned,random
Amanda,the-essential-layering-tee#White,natural-textured-poncho#Deeprain,hard
Amanda,the-essential-layering-tee#White,voyager-stripe-crew#Stripe,hard
Amanda,the-essential-layering-tee#White,star-and-spot-sweater#SilverMult,random
Natalia,the-wrap-jersey-top-1#NavyStripe,voyager-stripe-crew#Stripe,hard
Natalia,the-wrap-jersey-top-1#NavyStripe,makeover-blouse#LimeGreen,hard
Natalia,the-wrap-jersey-top-1#NavyStripe,shell-top-3#PapBlue,random
Amanda,the-daily-cross-over-top#PinkPrint,natural-textured-poncho#Deeprain,hard
Amanda,the-daily-cross-over-top#PinkPrint,voyager-stripe-crew#Stripe,hard
Amanda,the-daily-cross-over-top#PinkPrint,flow-with-me-slouch-top#Brick,random
Fiona,jade-kimono-sweet-blossoms#Blue,natural-textured-poncho#Deeprain,hard
Fiona,jade-kimono-sweet-blossoms#Blue,wonderland-blouse#Ink,hard
Fiona,jade-kimono-sweet-blossoms#Blue,juno-cardigan#GreyMarle,random
Riina,the-relaxed-long-sleeve-tee-1#Ink%20Stripe,voyager-stripe-crew#Stripe,hard
Riina,the-relaxed-long-sleeve-tee-1#Ink%20Stripe,makeover-blouse#LimeGreen,hard
Riina,the-relaxed-long-sleeve-tee-1#Ink%20Stripe,the-wrap-jersey-top#JetBlack,random
Natalie,layered-tee-2#White,natural-textured-poncho#Deeprain,hard
Natalie,layered-tee-2#White,voyager-stripe-crew#Stripe,hard
Natalie,layered-tee-2#White,star-and-spot-sweater#SilverMult,random
Stefania,weekend-vibes-blouse#Blush,voyager-stripe-crew#Stripe,hard
Stefania,weekend-vibes-blouse#Blush,makeover-blouse#LimeGreen,hard
Stefania,weekend-vibes-blouse#Blush,weekend-tunic#Navy,random
Lauren,cotton-candy-side-split-top#IceBlue,side-buttoned-sweater#Buttoned,hard
Lauren,cotton-candy-side-split-top#IceBlue,voyager-stripe-crew#Stripe,hard
Lauren,cotton-candy-side-split-top#IceBlue,2-in-1-layered-knit-top#PalePink,random
Laura,the-wrap-jersey-top#JetBlack,cara-tee-2#Blush,hard
Laura,the-wrap-jersey-top#JetBlack,cara-tee-2#WhiteBlk,hard
Laura,the-wrap-jersey-top#JetBlack,layer-me-bamboo-rouched-sleeve-tee#White,random
Jess,the-batwing-tee#Black,cara-tee-2#Blush,hard
Jess,the-batwing-tee#Black,cara-tee-2#WhiteBlk,hard
Jess,the-batwing-tee#Black,lola-bell-sleeve-top-ditsy-daisies#Blue,random
Emma,daisy-top-1#BrightBlue,voyager-stripe-crew#Stripe,hard
Emma,daisy-top-1#BrightBlue,makeover-blouse#LimeGreen,hard
Emma,daisy-top-1#BrightBlue,the-long-sleeve-scoop-neck-tee#Navy,random
Fiona,the-weekender-shirt#DenimStrip,natural-textured-poncho#Deeprain,hard
Fiona,the-weekender-shirt#DenimStrip,wonderland-blouse#Ink,hard
Fiona,the-weekender-shirt#DenimStrip,partly-cloudy-knit#Black,random
Ljubenka,the-everyday-shirt#Cream,the-uneven-hem-knit-1#Sage,hard
Ljubenka,the-everyday-shirt#Cream,natural-textured-poncho#Deeprain,hard
Ljubenka,the-everyday-shirt#Cream,ruffle-hem-jersey-top#Pink,random
Sophia,falling-for-you-cardi#Mustard,cara-tee-2#Blush,hard
Sophia,falling-for-you-cardi#Mustard,cara-tee-2#WhiteBlk,hard
Sophia,falling-for-you-cardi#Mustard,ember-knit#EmberGlow,random
Marnee,flow-with-me-slouch-top#Brick,natural-textured-poncho#Deeprain,hard
Marnee,flow-with-me-slouch-top#Brick,voyager-stripe-crew#Stripe,hard
Marnee,flow-with-me-slouch-top#Brick,the-relax-blouse#White,random
Jess,falling-for-you-cardi#Teal,cara-tee-2#Blush,hard
Jess,falling-for-you-cardi#Teal,cara-tee-2#WhiteBlk,hard
Jess,falling-for-you-cardi#Teal,marquax-tunic#OnyxSpeck,random
Miranda,the-roll-neck-sleeveless-top-1#Black,voyager-stripe-crew#Stripe,hard
Miranda,the-roll-neck-sleeveless-top-1#Black,makeover-blouse#LimeGreen,hard
Miranda,the-roll-neck-sleeveless-top-1#Black,billow-top#Black,random
Jess,the-cut-out-shoulder-blouse#Black,cara-tee-2#Blush,hard
Jess,the-cut-out-shoulder-blouse#Black,cara-tee-2#WhiteBlk,hard
Jess,the-cut-out-shoulder-blouse#Black,pure-merino-fine-rib-polo#BlackStri,random
Lisa,partly-cloudy-knit#Black,voyager-stripe-crew#Stripe,hard
Lisa,partly-cloudy-knit#Black,makeover-blouse#LimeGreen,hard
Lisa,partly-cloudy-knit#Black,geneva-v-neck-top#ClaySpot,random
Anna,the-cotton-bamboo-tee#BlueJeans,voyager-stripe-crew#Stripe,hard
Anna,the-cotton-bamboo-tee#BlueJeans,makeover-blouse#LimeGreen,hard
Anna,the-cotton-bamboo-tee#BlueJeans,2-in-1-layered-knit-top#Navy,random
Fiona,the-colour-block-pullover#Sage,natural-textured-poncho#Deeprain,hard
Fiona,the-colour-block-pullover#Sage,wonderland-blouse#Ink,hard
Fiona,the-colour-block-pullover#Sage,the-wrap-jersey-top#Charcoal,random
Alex,the-batwing-tee#FrenchBlue,voyager-stripe-crew#Stripe,hard
Alex,the-batwing-tee#FrenchBlue,makeover-blouse#LimeGreen,hard
Alex,the-batwing-tee#FrenchBlue,2-in-1-layered-top-1#PinkWhite,random
Jess,belle-square-neck-drape-tee#Vanilla,cara-tee-2#Blush,hard
Jess,belle-square-neck-drape-tee#Vanilla,cara-tee-2#WhiteBlk,hard
Jess,belle-square-neck-drape-tee#Vanilla,pure-merino-fine-rib-v-neck#Charcoal,random
Kate,the-batwing-tee#FrenchBlue,natural-textured-poncho#Deeprain,hard
Kate,the-batwing-tee#FrenchBlue,animal-button-up-shirt#KhakiPrint,hard
Kate,the-batwing-tee#FrenchBlue,aigli-top#White,random
Laura,falling-for-you-cardi#Port,cara-tee-2#Blush,hard
Laura,falling-for-you-cardi#Port,cara-tee-2#WhiteBlk,hard
Laura,falling-for-you-cardi#Port,luxe-shirt#Black,random
